Year,Animal_Type,FSA,total,top1_breed,top1_cnt,top2_breed,top2_cnt,top3_breed,top3_cnt
2023,CAT,L0K,2,DOMESTIC LONGHAIR,1,DOMESTIC SHORTHAIR,1,,
2023,CAT,L3P,1,DOMESTIC SHORTHAIR,1,,,,
2023,CAT,L3T,1,DOMESTIC SHORTHAIR,1,,,,
2023,CAT,L3X,1,DOMESTIC SHORTHAIR,1,,,,
2023,CAT,L3Y,1,DOMESTIC SHORTHAIR,1,,,,
2023,CAT,L4A,1,DOMESTIC SHORTHAIR,1,,,,
2023,CAT,L4B,1,DOMESTIC LONGHAIR,1,,,,
2023,CAT,L5A,1,DOMESTIC SHORTHAIR,1,,,,
2023,CAT,L6X,1,PERSIAN,1,,,,
2023,CAT,M1B,212,DOMESTIC SHORTHAIR,154,DOMESTIC MEDIUMHAIR,24,DOMESTIC LONGHAIR,20
2023,CAT,M1C,192,DOMESTIC SHORTHAIR,154,DOMESTIC MEDIUMHAIR,18,DOMESTIC LONGHAIR,8
2023,CAT,M1E,368,DOMESTIC SHORTHAIR,280,DOMESTIC MEDIUMHAIR,39,DOMESTIC LONGHAIR,18
2023,CAT,M1G,138,DOMESTIC SHORTHAIR,89,DOMESTIC MEDIUMHAIR,14,DOMESTIC LONGHAIR,12
2023,CAT,M1H,82,DOMESTIC SHORTHAIR,55,DOMESTIC LONGHAIR,9,DOMESTIC MEDIUMHAIR,9
2023,CAT,M1J,163,DOMESTIC SHORTHAIR,123,DOMESTIC MEDIUMHAIR,15,DOMESTIC LONGHAIR,10
2023,CAT,M1K,265,DOMESTIC SHORTHAIR,209,DOMESTIC MEDIUMHAIR,25,DOMESTIC LONGHAIR,17
2023,CAT,M1L,211,DOMESTIC SHORTHAIR,159,DOMESTIC LONGHAIR,17,DOMESTIC MEDIUMHAIR,13
2023,CAT,M1M,177,DOMESTIC SHORTHAIR,127,DOMESTIC MEDIUMHAIR,20,DOMESTIC LONGHAIR,9
2023,CAT,M1N,223,DOMESTIC SHORTHAIR,153,DOMESTIC MEDIUMHAIR,29,DOMESTIC LONGHAIR,25
2023,CAT,M1P,209,DOMESTIC SHORTHAIR,158,DOMESTIC MEDIUMHAIR,13,DOMESTIC LONGHAIR,12
2023,CAT,M1R,138,DOMESTIC SHORTHAIR,91,DOMESTIC LONGHAIR,16,DOMESTIC MEDIUMHAIR,12
2023,CAT,M1S,153,DOMESTIC SHORTHAIR,111,DOMESTIC MEDIUMHAIR,15,DOMESTIC LONGHAIR,9
2023,CAT,M1T,157,DOMESTIC SHORTHAIR,116,DOMESTIC MEDIUMHAIR,15,DOMESTIC LONGHAIR,8
2023,CAT,M1V,151,DOMESTIC SHORTHAIR,113,DOMESTIC LONGHAIR,14,DOMESTIC MEDIUMHAIR,13
2023,CAT,M1W,168,DOMESTIC SHORTHAIR,123,DOMESTIC MEDIUMHAIR,18,DOMESTIC LONGHAIR,13
2023,CAT,M1X,18,DOMESTIC SHORTHAIR,16,DOMESTIC MEDIUMHAIR,1,SCOTTISH FOLD,1
2023,CAT,M2H,146,DOMESTIC SHORTHAIR,112,DOMESTIC MEDIUMHAIR,13,DOMESTIC LONGHAIR,7
2023,CAT,M2J,284,DOMESTIC SHORTHAIR,212,DOMESTIC MEDIUMHAIR,32,DOMESTIC LONGHAIR,9
2023,CAT,M2K,117,DOMESTIC SHORTHAIR,72,DOMESTIC LONGHAIR,10,DOMESTIC MEDIUMHAIR,8
2023,CAT,M2L,50,DOMESTIC SHORTHAIR,37,DOMESTIC MEDIUMHAIR,8,DOMESTIC LONGHAIR,4
2023,CAT,M2M,129,DOMESTIC SHORTHAIR,80,DOMESTIC MEDIUMHAIR,16,DOMESTIC LONGHAIR,10
2023,CAT,M2N,417,DOMESTIC SHORTHAIR,299,DOMESTIC LONGHAIR,32,DOMESTIC MEDIUMHAIR,32
2023,CAT,M2P,40,DOMESTIC SHORTHAIR,26,DOMESTIC LONGHAIR,6,DOMESTIC MEDIUMHAIR,6
2023,CAT,M2R,172,DOMESTIC SHORTHAIR,123,DOMESTIC MEDIUMHAIR,21,DOMESTIC LONGHAIR,11
2023,CAT,M3A,200,DOMESTIC SHORTHAIR,153,DOMESTIC MEDIUMHAIR,15,DOMESTIC LONGHAIR,9
2023,CAT,M3B,79,DOMESTIC SHORTHAIR,51,DOMESTIC LONGHAIR,10,DOMESTIC MEDIUMHAIR,5
2023,CAT,M3C,189,DOMESTIC SHORTHAIR,153,DOMESTIC MEDIUMHAIR,17,AMERICAN SHORTHAIR,4
2023,CAT,M3H,200,DOMESTIC SHORTHAIR,136,DOMESTIC MEDIUMHAIR,16,DOMESTIC LONGHAIR,14
2023,CAT,M3J,136,DOMESTIC SHORTHAIR,94,DOMESTIC MEDIUMHAIR,18,DOMESTIC LONGHAIR,10
2023,CAT,M3K,49,DOMESTIC SHORTHAIR,37,DOMESTIC MEDIUMHAIR,5,SIAMESE,3
2023,CAT,M3L,56,DOMESTIC SHORTHAIR,44,DOMESTIC LONGHAIR,5,DOMESTIC MEDIUMHAIR,2
2023,CAT,M3M,112,DOMESTIC SHORTHAIR,88,DOMESTIC MEDIUMHAIR,10,BENGAL,4
2023,CAT,M3N,179,DOMESTIC SHORTHAIR,140,DOMESTIC LONGHAIR,15,DOMESTIC MEDIUMHAIR,13
2023,CAT,M4A,99,DOMESTIC SHORTHAIR,70,DOMESTIC LONGHAIR,13,DOMESTIC MEDIUMHAIR,8
2023,CAT,M4B,183,DOMESTIC SHORTHAIR,136,DOMESTIC MEDIUMHAIR,17,DOMESTIC LONGHAIR,11
2023,CAT,M4C,462,DOMESTIC SHORTHAIR,352,DOMESTIC MEDIUMHAIR,41,DOMESTIC LONGHAIR,32
2023,CAT,M4E,291,DOMESTIC SHORTHAIR,223,DOMESTIC MEDIUMHAIR,25,DOMESTIC LONGHAIR,21
2023,CAT,M4G,139,DOMESTIC SHORTHAIR,110,DOMESTIC MEDIUMHAIR,13,DOMESTIC LONGHAIR,6
2023,CAT,M4H,62,DOMESTIC SHORTHAIR,48,DOMESTIC MEDIUMHAIR,4,BENGAL,2
2023,CAT,M4J,388,DOMESTIC SHORTHAIR,300,DOMESTIC MEDIUMHAIR,43,DOMESTIC LONGHAIR,17
2023,CAT,M4K,282,DOMESTIC SHORTHAIR,208,DOMESTIC MEDIUMHAIR,30,DOMESTIC LONGHAIR,10
2023,CAT,M4L,308,DOMESTIC SHORTHAIR,231,DOMESTIC MEDIUMHAIR,32,DOMESTIC LONGHAIR,18
2023,CAT,M4M,209,DOMESTIC SHORTHAIR,150,DOMESTIC MEDIUMHAIR,28,DOMESTIC LONGHAIR,18
2023,CAT,M4N,99,DOMESTIC SHORTHAIR,77,DOMESTIC LONGHAIR,9,DOMESTIC MEDIUMHAIR,6
2023,CAT,M4P,220,DOMESTIC SHORTHAIR,159,DOMESTIC MEDIUMHAIR,30,DOMESTIC LONGHAIR,18
2023,CAT,M4R,85,DOMESTIC SHORTHAIR,60,DOMESTIC MEDIUMHAIR,13,DOMESTIC LONGHAIR,7
2023,CAT,M4S,296,DOMESTIC SHORTHAIR,221,DOMESTIC MEDIUMHAIR,25,DOMESTIC LONGHAIR,15
2023,CAT,M4T,88,DOMESTIC SHORTHAIR,59,DOMESTIC LONGHAIR,13,DOMESTIC MEDIUMHAIR,6
2023,CAT,M4V,126,DOMESTIC SHORTHAIR,93,DOMESTIC MEDIUMHAIR,12,DOMESTIC LONGHAIR,7
2023,CAT,M4W,107,DOMESTIC SHORTHAIR,74,DOMESTIC MEDIUMHAIR,13,DOMESTIC LONGHAIR,4
2023,CAT,M4X,161,DOMESTIC SHORTHAIR,112,DOMESTIC MEDIUMHAIR,19,DOMESTIC LONGHAIR,6
2023,CAT,M4Y,312,DOMESTIC SHORTHAIR,219,DOMESTIC MEDIUMHAIR,36,DOMESTIC LONGHAIR,20
2023,CAT,M5A,369,DOMESTIC SHORTHAIR,257,DOMESTIC MEDIUMHAIR,34,DOMESTIC LONGHAIR,31
2023,CAT,M5B,129,DOMESTIC SHORTHAIR,91,DOMESTIC MEDIUMHAIR,12,DOMESTIC LONGHAIR,8
2023,CAT,M5C,26,DOMESTIC SHORTHAIR,17,DOMESTIC MEDIUMHAIR,5,DOMESTIC LONGHAIR,2
2023,CAT,M5E,69,DOMESTIC SHORTHAIR,49,DOMESTIC MEDIUMHAIR,7,BENGAL,4
2023,CAT,M5G,79,DOMESTIC SHORTHAIR,52,DOMESTIC MEDIUMHAIR,8,DOMESTIC LONGHAIR,7
2023,CAT,M5H,28,DOMESTIC SHORTHAIR,17,DOMESTIC LONGHAIR,4,BRITISH SHORTHAIR,2
2023,CAT,M5J,92,DOMESTIC SHORTHAIR,67,DOMESTIC MEDIUMHAIR,9,DOMESTIC LONGHAIR,5
2023,CAT,M5M,194,DOMESTIC SHORTHAIR,130,DOMESTIC MEDIUMHAIR,25,DOMESTIC LONGHAIR,10
2023,CAT,M5N,78,DOMESTIC SHORTHAIR,51,DOMESTIC MEDIUMHAIR,12,DOMESTIC LONGHAIR,5
2023,CAT,M5P,150,DOMESTIC SHORTHAIR,101,DOMESTIC LONGHAIR,18,DOMESTIC MEDIUMHAIR,16
2023,CAT,M5R,223,DOMESTIC SHORTHAIR,168,DOMESTIC MEDIUMHAIR,24,DOMESTIC LONGHAIR,14
2023,CAT,M5S,114,DOMESTIC SHORTHAIR,83,DOMESTIC MEDIUMHAIR,8,MAINE COON,7
2023,CAT,M5T,122,DOMESTIC SHORTHAIR,80,DOMESTIC LONGHAIR,11,DOMESTIC MEDIUMHAIR,9
2023,CAT,M5V,383,DOMESTIC SHORTHAIR,267,DOMESTIC MEDIUMHAIR,45,DOMESTIC LONGHAIR,31
2023,CAT,M6A,117,DOMESTIC SHORTHAIR,100,DOMESTIC MEDIUMHAIR,8,DOMESTIC LONGHAIR,5
2023,CAT,M6B,147,DOMESTIC SHORTHAIR,115,DOMESTIC MEDIUMHAIR,12,DOMESTIC LONGHAIR,6
2023,CAT,M6C,195,DOMESTIC SHORTHAIR,129,DOMESTIC MEDIUMHAIR,24,DOMESTIC LONGHAIR,11
2023,CAT,M6E,307,DOMESTIC SHORTHAIR,222,DOMESTIC MEDIUMHAIR,41,DOMESTIC LONGHAIR,22
2023,CAT,M6G,330,DOMESTIC SHORTHAIR,240,DOMESTIC MEDIUMHAIR,41,DOMESTIC LONGHAIR,23
2023,CAT,M6H,461,DOMESTIC SHORTHAIR,360,DOMESTIC MEDIUMHAIR,43,DOMESTIC LONGHAIR,27
2023,CAT,M6J,335,DOMESTIC SHORTHAIR,256,DOMESTIC MEDIUMHAIR,29,DOMESTIC LONGHAIR,19
2023,CAT,M6K,438,DOMESTIC SHORTHAIR,326,DOMESTIC MEDIUMHAIR,55,DOMESTIC LONGHAIR,17
2023,CAT,M6L,73,DOMESTIC SHORTHAIR,51,DOMESTIC MEDIUMHAIR,6,DOMESTIC LONGHAIR,5
2023,CAT,M6M,220,DOMESTIC SHORTHAIR,167,DOMESTIC MEDIUMHAIR,20,DOMESTIC LONGHAIR,14
2023,CAT,M6N,317,DOMESTIC SHORTHAIR,253,DOMESTIC MEDIUMHAIR,35,SIAMESE,12
2023,CAT,M6P,526,DOMESTIC SHORTHAIR,416,DOMESTIC MEDIUMHAIR,43,DOMESTIC LONGHAIR,32
2023,CAT,M6R,263,DOMESTIC SHORTHAIR,208,DOMESTIC MEDIUMHAIR,22,DOMESTIC LONGHAIR,17
2023,CAT,M6S,375,DOMESTIC SHORTHAIR,293,DOMESTIC MEDIUMHAIR,38,DOMESTIC LONGHAIR,23
2023,CAT,M8V,366,DOMESTIC SHORTHAIR,264,DOMESTIC MEDIUMHAIR,38,DOMESTIC LONGHAIR,30
2023,CAT,M8W,221,DOMESTIC SHORTHAIR,168,DOMESTIC MEDIUMHAIR,18,DOMESTIC LONGHAIR,15
2023,CAT,M8X,85,DOMESTIC SHORTHAIR,64,DOMESTIC MEDIUMHAIR,11,SIAMESE,3
2023,CAT,M8Y,152,DOMESTIC SHORTHAIR,118,DOMESTIC MEDIUMHAIR,16,DOMESTIC LONGHAIR,9
2023,CAT,M8Z,158,DOMESTIC SHORTHAIR,115,DOMESTIC MEDIUMHAIR,22,DOMESTIC LONGHAIR,10
2023,CAT,M9A,260,DOMESTIC SHORTHAIR,188,DOMESTIC MEDIUMHAIR,24,DOMESTIC LONGHAIR,16
2023,CAT,M9B,213,DOMESTIC SHORTHAIR,161,DOMESTIC MEDIUMHAIR,20,DOMESTIC LONGHAIR,12
2023,CAT,M9C,223,DOMESTIC SHORTHAIR,167,DOMESTIC LONGHAIR,24,DOMESTIC MEDIUMHAIR,17
2023,CAT,M9L,40,DOMESTIC SHORTHAIR,34,DOMESTIC MEDIUMHAIR,4,DOMESTIC LONGHAIR,2
2023,CAT,M9M,69,DOMESTIC SHORTHAIR,53,DOMESTIC MEDIUMHAIR,8,DOMESTIC LONGHAIR,4
2023,CAT,M9N,138,DOMESTIC SHORTHAIR,105,DOMESTIC MEDIUMHAIR,14,DOMESTIC LONGHAIR,7
2023,CAT,M9P,134,DOMESTIC SHORTHAIR,99,DOMESTIC MEDIUMHAIR,18,DOMESTIC LONGHAIR,8
2023,CAT,M9R,151,DOMESTIC SHORTHAIR,115,DOMESTIC MEDIUMHAIR,17,DOMESTIC LONGHAIR,7
2023,CAT,M9V,143,DOMESTIC SHORTHAIR,108,DOMESTIC MEDIUMHAIR,14,DOMESTIC LONGHAIR,10
2023,CAT,M9W,137,DOMESTIC SHORTHAIR,103,DOMESTIC MEDIUMHAIR,12,DOMESTIC LONGHAIR,9
2023,CAT,N4L,1,DOMESTIC LONGHAIR,1,,,,
2023,DOG,E2L,2,PATTERDALE TERRIER,2,,,,
2023,DOG,K0H,2,LABRADOR RETRIEVER,1,TERRIER,1,,
2023,DOG,K0L,1,POODLE STANDARD,1,,,,
2023,DOG,K6K,1,POODLE STANDARD,1,,,,
2023,DOG,L0L,1,DOGO ARGENTINO,1,,,,
2023,DOG,L0S,1,POODLE MINIATURE,1,,,,
2023,DOG,L1J,2,MASTIFF,2,,,,
2023,DOG,L1S,1,POODLE MINIATURE,1,,,,
2023,DOG,L2P,1,DOBERMAN PINSCHER,1,,,,
2023,DOG,L4J,1,YORKSHIRE TERRIER,1,,,,
2023,DOG,L5E,2,LABRADOR RETRIEVER,1,SHIBA INU,1,,
2023,DOG,L6B,1,POMERANIAN,1,,,,
2023,DOG,L6L,2,BELGIAN MALINOIS,1,GREAT PYRENEES,1,,
2023,DOG,L7E,1,LABRADOR RETRIEVER,1,,,,
2023,DOG,L9S,1,LABRADOR RETRIEVER,1,,,,
2023,DOG,L9V,2,BULLMASTIFF,2,,,,
2023,DOG,M1B,468,SHIHTZU,43,GERMAN SHEPHERD DOG,31,LABRADOR RETRIEVER,26
2023,DOG,M1C,569,LABRADOR RETRIEVER,65,GOLDEN RETRIEVER,50,SHIHTZU,41
2023,DOG,M1E,707,LABRADOR RETRIEVER,62,GOLDEN RETRIEVER,51,GERMAN SHEPHERD DOG,48
2023,DOG,M1G,294,LABRADOR RETRIEVER,24,GERMAN SHEPHERD DOG,19,GOLDEN RETRIEVER,19
2023,DOG,M1H,204,LABRADOR RETRIEVER,18,SHIHTZU,18,GERMAN SHEPHERD DOG,17
2023,DOG,M1J,307,GOLDEN RETRIEVER,24,SHIHTZU,24,GERMAN SHEPHERD DOG,21
2023,DOG,M1K,399,LABRADOR RETRIEVER,32,SHIHTZU,23,GERMAN SHEPHERD DOG,22
2023,DOG,M1L,384,LABRADOR RETRIEVER,46,SHIHTZU,24,GOLDEN RETRIEVER,23
2023,DOG,M1M,486,LABRADOR RETRIEVER,56,GERMAN SHEPHERD DOG,40,GOLDEN RETRIEVER,38
2023,DOG,M1N,665,LABRADOR RETRIEVER,76,GOLDEN RETRIEVER,54,GERMAN SHEPHERD DOG,45
2023,DOG,M1P,381,GERMAN SHEPHERD DOG,39,SHIHTZU,32,GOLDEN RETRIEVER,27
2023,DOG,M1R,398,LABRADOR RETRIEVER,40,GERMAN SHEPHERD DOG,32,GOLDEN RETRIEVER,21
2023,DOG,M1S,326,LABRADOR RETRIEVER,28,GOLDEN RETRIEVER,25,GERMAN SHEPHERD DOG,22
2023,DOG,M1T,336,LABRADOR RETRIEVER,24,SHIHTZU,24,GOLDEN RETRIEVER,21
2023,DOG,M1V,342,GOLDEN RETRIEVER,32,GERMAN SHEPHERD DOG,28,SHIHTZU,26
2023,DOG,M1W,368,LABRADOR RETRIEVER,31,SHIHTZU,28,GOLDEN RETRIEVER,20
2023,DOG,M1X,90,GERMAN SHEPHERD DOG,11,SHIHTZU,10,GOLDEN RETRIEVER,8
2023,DOG,M2H,272,GERMAN SHEPHERD DOG,27,LABRADOR RETRIEVER,27,GOLDEN RETRIEVER,22
2023,DOG,M2J,597,LABRADOR RETRIEVER,50,SHIHTZU,40,GOLDEN RETRIEVER,30
2023,DOG,M2K,367,LABRADOR RETRIEVER,33,MALTESE,23,POODLE MINIATURE,23
2023,DOG,M2L,257,LABRADOR RETRIEVER,25,GOLDEN RETRIEVER,20,GERMAN SHEPHERD DOG,13
2023,DOG,M2M,293,GOLDEN RETRIEVER,22,POODLE MINIATURE,21,SHIHTZU,19
2023,DOG,M2N,898,GOLDEN RETRIEVER,71,LABRADOR RETRIEVER,67,POODLE MINIATURE,53
2023,DOG,M2P,170,GOLDEN RETRIEVER,21,LABRADOR RETRIEVER,17,GERMAN SHEPHERD DOG,8
2023,DOG,M2R,405,LABRADOR RETRIEVER,42,GOLDEN RETRIEVER,36,SHIHTZU,32
2023,DOG,M3A,479,LABRADOR RETRIEVER,49,GERMAN SHEPHERD DOG,33,GOLDEN RETRIEVER,31
2023,DOG,M3B,271,GOLDEN RETRIEVER,31,LABRADOR RETRIEVER,20,GERMAN SHEPHERD DOG,15
2023,DOG,M3C,296,GOLDEN RETRIEVER,30,LABRADOR RETRIEVER,30,GERMAN SHEPHERD DOG,24
2023,DOG,M3H,594,GOLDEN RETRIEVER,56,LABRADOR RETRIEVER,44,COCKER SPANIEL,41
2023,DOG,M3J,192,SHIHTZU,21,MALTESE,19,GOLDEN RETRIEVER,13
2023,DOG,M3K,109,LABRADOR RETRIEVER,11,SIBERIAN HUSKY,9,YORKSHIRE TERRIER,9
2023,DOG,M3L,143,LABRADOR RETRIEVER,12,SHIHTZU,10,COCKER SPANIEL,9
2023,DOG,M3M,220,GERMAN SHEPHERD DOG,20,SHIHTZU,18,LABRADOR RETRIEVER,14
2023,DOG,M3N,227,CHIHUAHUA SHORTHAIR,20,SHIHTZU,20,GERMAN SHEPHERD DOG,15
2023,DOG,M4A,162,GOLDEN RETRIEVER,13,GERMAN SHEPHERD DOG,12,LABRADOR RETRIEVER,10
2023,DOG,M4B,379,GERMAN SHEPHERD DOG,31,COCKER SPANIEL,27,LABRADOR RETRIEVER,27
2023,DOG,M4C,982,LABRADOR RETRIEVER,107,GERMAN SHEPHERD DOG,63,GOLDEN RETRIEVER,54
2023,DOG,M4E,933,LABRADOR RETRIEVER,123,GOLDEN RETRIEVER,120,POODLE STANDARD,37
2023,DOG,M4G,675,LABRADOR RETRIEVER,100,GOLDEN RETRIEVER,94,COCKER SPANIEL,34
2023,DOG,M4H,47,GOLDEN RETRIEVER,5,CHIHUAHUA SHORTHAIR,4,SHIHTZU,4
2023,DOG,M4J,1002,LABRADOR RETRIEVER,129,GOLDEN RETRIEVER,84,GERMAN SHEPHERD DOG,56
2023,DOG,M4K,881,LABRADOR RETRIEVER,102,GOLDEN RETRIEVER,70,POODLE MINIATURE,48
2023,DOG,M4L,1188,LABRADOR RETRIEVER,175,GOLDEN RETRIEVER,77,GERMAN SHEPHERD DOG,74
2023,DOG,M4M,664,LABRADOR RETRIEVER,71,GOLDEN RETRIEVER,57,GERMAN SHEPHERD DOG,34
2023,DOG,M4N,598,GOLDEN RETRIEVER,90,LABRADOR RETRIEVER,86,COCKER SPANIEL,38
2023,DOG,M4P,578,LABRADOR RETRIEVER,46,GOLDEN RETRIEVER,45,BERNESE MOUNTAIN DOG,24
2023,DOG,M4R,410,GOLDEN RETRIEVER,74,LABRADOR RETRIEVER,42,POODLE MINIATURE,23
2023,DOG,M4S,880,LABRADOR RETRIEVER,118,GOLDEN RETRIEVER,97,SHIHTZU,38
2023,DOG,M4T,376,LABRADOR RETRIEVER,45,GOLDEN RETRIEVER,37,POODLE MINIATURE,20
2023,DOG,M4V,639,LABRADOR RETRIEVER,73,GOLDEN RETRIEVER,60,POODLE MINIATURE,38
2023,DOG,M4W,532,LABRADOR RETRIEVER,74,GOLDEN RETRIEVER,49,POODLE MINIATURE,33
2023,DOG,M4X,319,LABRADOR RETRIEVER,32,GOLDEN RETRIEVER,18,SIBERIAN HUSKY,18
2023,DOG,M4Y,543,LABRADOR RETRIEVER,53,GERMAN SHEPHERD DOG,24,CHIHUAHUA SHORTHAIR,23
2023,DOG,M5A,981,LABRADOR RETRIEVER,103,POODLE MINIATURE,37,CHIHUAHUA SHORTHAIR,36
2023,DOG,M5B,229,LABRADOR RETRIEVER,31,GOLDEN RETRIEVER,14,SHIHTZU,10
2023,DOG,M5C,68,YORKSHIRE TERRIER,8,CHIHUAHUA SHORTHAIR,7,LABRADOR RETRIEVER,5
2023,DOG,M5E,203,CHIHUAHUA SHORTHAIR,13,GOLDEN RETRIEVER,13,LABRADOR RETRIEVER,13
2023,DOG,M5G,88,GOLDEN RETRIEVER,9,POODLE MINIATURE,6,LABRADOR RETRIEVER,5
2023,DOG,M5H,44,FRENCH BULLDOG,5,LABRADOR RETRIEVER,4,MALTESE,3
2023,DOG,M5J,191,LABRADOR RETRIEVER,17,GOLDEN RETRIEVER,14,POMERANIAN,13
2023,DOG,M5L,1,AUSTRALIAN SHEPHERD,1,,,,
2023,DOG,M5M,839,LABRADOR RETRIEVER,110,GOLDEN RETRIEVER,106,POODLE MINIATURE,52
2023,DOG,M5N,429,GOLDEN RETRIEVER,64,LABRADOR RETRIEVER,41,POODLE MINIATURE,25
2023,DOG,M5P,618,GOLDEN RETRIEVER,73,LABRADOR RETRIEVER,61,POODLE MINIATURE,35
2023,DOG,M5R,689,GOLDEN RETRIEVER,61,LABRADOR RETRIEVER,51,POODLE MINIATURE,49
2023,DOG,M5S,239,LABRADOR RETRIEVER,26,POODLE MINIATURE,19,GOLDEN RETRIEVER,18
2023,DOG,M5T,234,LABRADOR RETRIEVER,22,CHIHUAHUA SHORTHAIR,16,POODLE MINIATURE,13
2023,DOG,M5V,1055,GOLDEN RETRIEVER,80,LABRADOR RETRIEVER,77,CHIHUAHUA SHORTHAIR,45
2023,DOG,M6A,240,GOLDEN RETRIEVER,21,LABRADOR RETRIEVER,17,SHIHTZU,15
2023,DOG,M6B,377,GOLDEN RETRIEVER,36,LABRADOR RETRIEVER,28,POODLE MINIATURE,21
2023,DOG,M6C,608,LABRADOR RETRIEVER,81,GOLDEN RETRIEVER,61,POODLE MINIATURE,39
2023,DOG,M6E,629,LABRADOR RETRIEVER,50,SHIHTZU,41,CHIHUAHUA SHORTHAIR,31
2023,DOG,M6G,746,LABRADOR RETRIEVER,97,GOLDEN RETRIEVER,64,GERMAN SHEPHERD DOG,33
2023,DOG,M6H,849,LABRADOR RETRIEVER,97,GOLDEN RETRIEVER,47,GERMAN SHEPHERD DOG,41
2023,DOG,M6J,705,LABRADOR RETRIEVER,82,GOLDEN RETRIEVER,50,GERMAN SHEPHERD DOG,35
2023,DOG,M6K,800,LABRADOR RETRIEVER,71,GOLDEN RETRIEVER,50,CHIHUAHUA SHORTHAIR,41
2023,DOG,M6L,196,GOLDEN RETRIEVER,16,SHIHTZU,14,MALTESE,13
2023,DOG,M6M,402,SHIHTZU,29,CHIHUAHUA SHORTHAIR,23,GERMAN SHEPHERD DOG,19
2023,DOG,M6N,754,LABRADOR RETRIEVER,65,SHIHTZU,48,GERMAN SHEPHERD DOG,41
2023,DOG,M6P,1109,LABRADOR RETRIEVER,128,GOLDEN RETRIEVER,100,GERMAN SHEPHERD DOG,46
2023,DOG,M6R,621,LABRADOR RETRIEVER,79,GOLDEN RETRIEVER,50,GERMAN SHEPHERD DOG,35
2023,DOG,M6S,929,LABRADOR RETRIEVER,125,GOLDEN RETRIEVER,99,COCKER SPANIEL,37
2023,DOG,M7A,1,GERMAN SHEPHERD DOG,1,,,,
2023,DOG,M8V,954,LABRADOR RETRIEVER,82,GOLDEN RETRIEVER,63,POODLE MINIATURE,44
2023,DOG,M8W,585,LABRADOR RETRIEVER,61,GOLDEN RETRIEVER,38,SHIHTZU,29
2023,DOG,M8X,341,LABRADOR RETRIEVER,47,GOLDEN RETRIEVER,42,POODLE MINIATURE,19
2023,DOG,M8Y,525,LABRADOR RETRIEVER,63,GOLDEN RETRIEVER,41,CHIHUAHUA SHORTHAIR,33
2023,DOG,M8Z,467,LABRADOR RETRIEVER,54,GOLDEN RETRIEVER,52,GERMAN SHEPHERD DOG,26
2023,DOG,M9A,705,LABRADOR RETRIEVER,98,GOLDEN RETRIEVER,56,GERMAN SHEPHERD DOG,41
2023,DOG,M9B,718,LABRADOR RETRIEVER,83,GOLDEN RETRIEVER,64,POODLE MINIATURE,42
2023,DOG,M9C,763,LABRADOR RETRIEVER,72,GOLDEN RETRIEVER,53,GERMAN SHEPHERD DOG,42
2023,DOG,M9L,86,MALTESE,9,GERMAN SHEPHERD DOG,8,SHIHTZU,7
2023,DOG,M9M,164,LABRADOR RETRIEVER,15,GERMAN SHEPHERD DOG,13,GOLDEN RETRIEVER,13
2023,DOG,M9N,339,LABRADOR RETRIEVER,28,GERMAN SHEPHERD DOG,24,AMERICAN BULLDOG,20
2023,DOG,M9P,316,LABRADOR RETRIEVER,36,GERMAN SHEPHERD DOG,20,SHIHTZU,19
2023,DOG,M9R,383,GERMAN SHEPHERD DOG,34,COCKER SPANIEL,28,LABRADOR RETRIEVER,27
2023,DOG,M9V,297,GERMAN SHEPHERD DOG,35,SHIHTZU,33,AMERICAN BULLDOG,22
2023,DOG,M9W,375,GERMAN SHEPHERD DOG,42,LABRADOR RETRIEVER,30,SHIHTZU,28
2023,DOG,N3C,2,AMERICAN BULLDOG,2,,,,
2023,DOG,N4L,1,FLAT COATED RETRIEVER,1,,,,
2024,CAT,L0H,3,DOMESTIC SHORTHAIR,3,,,,
2024,CAT,L1T,4,DOMESTIC SHORTHAIR,4,,,,
2024,CAT,L3T,1,DOMESTIC SHORTHAIR,1,,,,
2024,CAT,L8H,1,DOMESTIC SHORTHAIR,1,,,,
2024,CAT,L8M,1,DOMESTIC SHORTHAIR,1,,,,
2024,CAT,L8N,1,DOMESTIC SHORTHAIR,1,,,,
2024,CAT,M1B,233,DOMESTIC SHORTHAIR,173,DOMESTIC LONGHAIR,20,DOMESTIC MEDIUMHAIR,19
2024,CAT,M1C,192,DOMESTIC SHORTHAIR,152,DOMESTIC MEDIUMHAIR,16,DOMESTIC LONGHAIR,12
2024,CAT,M1E,413,DOMESTIC SHORTHAIR,307,DOMESTIC MEDIUMHAIR,51,DOMESTIC LONGHAIR,21
2024,CAT,M1G,140,DOMESTIC SHORTHAIR,99,DOMESTIC MEDIUMHAIR,14,DOMESTIC LONGHAIR,12
2024,CAT,M1H,113,DOMESTIC SHORTHAIR,90,DOMESTIC MEDIUMHAIR,10,DOMESTIC LONGHAIR,8
2024,CAT,M1J,201,DOMESTIC SHORTHAIR,156,DOMESTIC MEDIUMHAIR,23,DOMESTIC LONGHAIR,4
2024,CAT,M1K,299,DOMESTIC SHORTHAIR,239,DOMESTIC MEDIUMHAIR,23,DOMESTIC LONGHAIR,16
2024,CAT,M1L,245,DOMESTIC SHORTHAIR,179,DOMESTIC MEDIUMHAIR,17,DOMESTIC LONGHAIR,16
